tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
1520.00;E5_0;300.00;13.45;0.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.0;1520.00;f_0.0;0;10003.87;1.03;0.00;798.13;car_0;;1;736.00
2301.00;E5_0;300.00;13.46;84.00;0.28;E0_0;7.20;0.00;tripinfo_f_0.1;2217.00;f_0.1;0;10003.87;0.97;0.00;1472.46;car_0;;3;1392.00
2303.00;E5_0;300.00;13.04;168.00;0.56;E0_0;7.20;0.00;tripinfo_f_0.2;2135.00;f_0.2;0;10003.87;1.01;0.00;1412.42;car_0;;3;1304.00
2305.00;E5_0;300.00;13.66;252.00;0.84;E0_0;7.20;0.00;tripinfo_f_0.3;2053.00;f_0.3;0;10003.87;1.04;0.00;1331.22;car_0;;3;1223.00
2307.00;E5_0;300.00;13.39;335.00;0.12;E0_0;7.20;0.00;tripinfo_f_0.4;1972.00;f_0.4;0;10003.87;1.02;0.00;1249.76;car_0;;3;1142.00
3092.00;E5_0;300.00;11.72;419.00;0.40;E0_0;7.20;0.00;tripinfo_f_0.5;2673.00;f_0.5;0;10003.87;0.92;0.00;1885.02;car_0;;3;1788.00
3094.00;E5_0;300.00;13.00;503.00;0.67;E0_0;7.20;0.00;tripinfo_f_0.6;2591.00;f_0.6;0;10003.87;1.02;0.00;1869.15;car_0;;3;1716.00
3096.00;E5_0;300.00;12.83;587.00;0.95;E0_0;7.20;0.00;tripinfo_f_0.7;2509.00;f_0.7;0;10003.87;0.94;0.00;1743.42;car_0;;3;1622.00
3098.00;E5_0;300.00;13.01;670.00;0.23;E0_0;7.20;0.00;tripinfo_f_0.8;2428.00;f_0.8;0;10003.87;0.97;0.00;1682.71;car_0;;4;1538.00
3100.00;E5_0;300.00;12.56;754.00;0.51;E0_0;7.20;0.00;tripinfo_f_0.9;2346.00;f_0.9;0;10003.87;0.93;0.00;1568.45;car_0;;4;1453.00
3829.00;E5_0;300.00;13.50;838.00;0.79;E0_0;7.20;0.00;tripinfo_f_0.10;2991.00;f_0.10;0;10003.87;1.05;0.00;2268.81;car_0;;5;2169.00
3833.00;E5_0;300.00;13.33;921.00;0.07;E0_0;7.20;0.00;tripinfo_f_0.11;2912.00;f_0.11;0;10003.87;1.01;0.00;2189.73;car_0;;4;2090.00
3837.00;E5_0;300.00;13.37;1005.00;0.35;E0_0;7.20;0.00;tripinfo_f_0.12;2832.00;f_0.12;0;10003.87;1.02;0.00;2109.64;car_0;;4;2007.00
3839.00;E5_0;300.00;13.53;1089.00;0.63;E0_0;7.20;0.00;tripinfo_f_0.13;2750.00;f_0.13;0;10003.87;1.06;0.00;2028.72;car_0;;3;1922.00
