tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
1519.00;E5_0;300.00;13.45;0.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.0;1519.00;f_0.0;0;10003.87;1.03;0.00;796.42;car_0;;1;736.00
2301.00;E5_0;300.00;13.17;74.00;0.53;E0_0;7.20;0.00;tripinfo_f_0.1;2227.00;f_0.1;0;10003.87;0.97;0.00;1482.20;car_0;;2;1398.00
2303.00;E5_0;300.00;12.95;147.00;0.06;E0_0;7.20;0.00;tripinfo_f_0.2;2156.00;f_0.2;0;10003.87;1.01;0.00;1434.11;car_0;;2;1327.00
2305.00;E5_0;300.00;12.80;221.00;0.59;E0_0;7.20;0.00;tripinfo_f_0.3;2084.00;f_0.3;0;10003.87;1.04;0.00;1361.72;car_0;;2;1253.00
2307.00;E5_0;300.00;13.22;294.00;0.12;E0_0;7.20;0.00;tripinfo_f_0.4;2013.00;f_0.4;0;10003.87;1.02;0.00;1291.01;car_0;;2;1181.00
3092.00;E5_0;300.00;11.72;368.00;0.66;E0_0;7.20;0.00;tripinfo_f_0.5;2724.00;f_0.5;0;10003.87;0.92;0.00;1935.42;car_0;;4;1840.00
3094.00;E5_0;300.00;13.00;441.00;0.19;E0_0;7.20;0.00;tripinfo_f_0.6;2653.00;f_0.6;0;10003.87;1.02;0.00;1930.18;car_0;;5;1771.00
3096.00;E5_0;300.00;12.83;515.00;0.72;E0_0;7.20;0.00;tripinfo_f_0.7;2581.00;f_0.7;0;10003.87;0.94;0.00;1814.92;car_0;;4;1688.00
3098.00;E5_0;300.00;13.01;588.00;0.25;E0_0;7.20;0.00;tripinfo_f_0.8;2510.00;f_0.8;0;10003.87;0.97;0.00;1764.88;car_0;;4;1617.00
3100.00;E5_0;300.00;12.56;662.00;0.78;E0_0;7.20;0.00;tripinfo_f_0.9;2438.00;f_0.9;0;10003.87;0.93;0.00;1660.45;car_0;;5;1540.00
3832.00;E5_0;300.00;13.36;735.00;0.31;E0_0;7.20;0.00;tripinfo_f_0.10;3097.00;f_0.10;0;10003.87;1.05;0.00;2374.60;car_0;;5;2255.00
3834.00;E5_0;300.00;13.07;809.00;0.84;E0_0;7.20;0.00;tripinfo_f_0.11;3025.00;f_0.11;0;10003.87;1.01;0.00;2303.39;car_0;;3;2199.00
3836.00;E5_0;300.00;13.66;882.00;0.37;E0_0;7.20;0.00;tripinfo_f_0.12;2954.00;f_0.12;0;10003.87;1.02;0.00;2232.21;car_0;;4;2125.00
3840.00;E5_0;300.00;13.53;956.00;0.90;E0_0;7.20;0.00;tripinfo_f_0.13;2884.00;f_0.13;0;10003.87;1.06;0.00;2162.37;car_0;;5;2055.00
3844.00;E5_0;300.00;12.53;1029.00;0.43;E0_0;7.20;0.00;tripinfo_f_0.14;2815.00;f_0.14;0;10003.87;1.00;0.00;2090.32;car_0;;5;1985.00
