tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
1518.00;E5_0;300.00;13.45;0.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.0;1518.00;f_0.0;0;10003.87;1.03;0.00;796.13;car_0;;1;736.00
2299.00;E5_0;300.00;13.46;225.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.1;2074.00;f_0.1;0;10003.87;0.97;0.00;1328.81;car_0;;2;1250.00
2301.00;E5_0;300.00;13.04;450.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.2;1851.00;f_0.2;0;10003.87;1.01;0.00;1128.98;car_0;;3;1028.00
2303.00;E5_0;300.00;13.66;675.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.3;1628.00;f_0.3;0;10003.87;1.04;0.00;906.42;car_0;;2;804.00
2305.00;E5_0;300.00;13.39;900.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.4;1405.00;f_0.4;0;10003.87;1.02;0.00;682.80;car_0;;1;608.00
3094.00;E5_0;300.00;12.37;1125.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.5;1969.00;f_0.5;0;10003.87;0.92;0.00;1180.39;car_0;;3;1095.00
3096.00;E5_0;300.00;13.55;1350.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.6;1746.00;f_0.6;0;10003.87;1.02;0.00;1024.02;car_0;;2;868.00
3854.00;E5_0;300.00;12.98;1575.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.7;2279.00;f_0.7;0;10003.87;0.94;0.00;1513.43;car_0;;3;1431.00
3856.00;E5_0;300.00;12.45;1800.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.8;2056.00;f_0.8;0;10003.87;0.97;0.00;1310.43;car_0;;2;1205.00
3865.00;E5_0;300.00;12.16;2025.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.9;1840.00;f_0.9;0;10003.87;0.93;0.00;1062.31;car_0;;3;980.00
3867.00;E5_0;300.00;12.38;2250.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.10;1617.00;f_0.10;0;10003.87;1.05;0.00;894.60;car_0;;3;759.00
3869.00;E5_0;300.00;13.48;2475.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.11;1394.00;f_0.11;0;10003.87;1.01;0.00;672.27;car_0;;1;571.00
4601.00;E5_0;300.00;13.37;2700.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.12;1901.00;f_0.12;0;10003.87;1.02;0.00;1179.17;car_0;;2;1096.00
4604.00;E5_0;300.00;13.66;2925.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.13;1679.00;f_0.13;0;10003.87;1.06;0.00;956.07;car_0;;2;869.00
4608.00;E5_0;300.00;12.61;3150.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.14;1458.00;f_0.14;0;10003.87;1.00;0.00;732.66;car_0;;2;667.00
5384.00;E5_0;300.00;12.86;3375.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.15;2009.00;f_0.15;0;10003.87;0.96;0.00;1259.33;car_0;;2;1180.00
