tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
1518.00;E5_0;300.00;13.45;0.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.0;1518.00;f_0.0;0;10003.87;1.03;0.00;795.98;car_0;;1;736.00
3070.00;E5_0;300.00;12.94;1200.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.1;1870.00;f_0.1;0;10003.87;0.97;0.00;1125.17;car_0;;3;1044.00
3834.00;E5_0;300.00;13.15;2400.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.2;1434.00;f_0.2;0;10003.87;1.01;0.00;711.49;car_0;;1;646.00
