tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
1521.00;E5_0;300.00;13.45;0.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.0;1521.00;f_0.0;0;10003.87;1.03;0.00;798.57;car_0;;1;736.00
2301.00;E5_0;300.00;13.46;82.00;0.18;E0_0;7.20;0.00;tripinfo_f_0.1;2219.00;f_0.1;0;10003.87;0.97;0.00;1474.20;car_0;;2;1396.00
2303.00;E5_0;300.00;13.04;164.00;0.36;E0_0;7.20;0.00;tripinfo_f_0.2;2139.00;f_0.2;0;10003.87;1.01;0.00;1417.22;car_0;;3;1307.00
2305.00;E5_0;300.00;13.66;246.00;0.55;E0_0;7.20;0.00;tripinfo_f_0.3;2059.00;f_0.3;0;10003.87;1.04;0.00;1336.88;car_0;;3;1229.00
2307.00;E5_0;300.00;13.39;328.00;0.73;E0_0;7.20;0.00;tripinfo_f_0.4;1979.00;f_0.4;0;10003.87;1.02;0.00;1256.77;car_0;;2;1150.00
3093.00;E5_0;300.00;11.72;410.00;0.91;E0_0;7.20;0.00;tripinfo_f_0.5;2683.00;f_0.5;0;10003.87;0.92;0.00;1894.91;car_0;;3;1803.00
3095.00;E5_0;300.00;12.45;491.00;0.09;E0_0;7.20;0.00;tripinfo_f_0.6;2604.00;f_0.6;0;10003.87;1.02;0.00;1882.72;car_0;;3;1720.00
3097.00;E5_0;300.00;12.59;573.00;0.27;E0_0;7.20;0.00;tripinfo_f_0.7;2524.00;f_0.7;0;10003.87;0.94;0.00;1758.77;car_0;;4;1636.00
3099.00;E5_0;300.00;12.76;655.00;0.46;E0_0;7.20;0.00;tripinfo_f_0.8;2444.00;f_0.8;0;10003.87;0.97;0.00;1699.60;car_0;;5;1547.00
3858.00;E5_0;300.00;12.66;737.00;0.64;E0_0;7.20;0.00;tripinfo_f_0.9;3121.00;f_0.9;0;10003.87;0.93;0.00;2343.57;car_0;;6;2233.00
3860.00;E5_0;300.00;13.15;819.00;0.82;E0_0;7.20;0.00;tripinfo_f_0.10;3041.00;f_0.10;0;10003.87;1.05;0.00;2319.76;car_0;;4;2170.00
3862.00;E5_0;300.00;13.36;900.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.11;2962.00;f_0.11;0;10003.87;1.01;0.00;2240.48;car_0;;4;2089.00
