tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
1520.00;E5_0;300.00;13.45;0.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.0;1520.00;f_0.0;0;10003.87;1.03;0.00;797.42;car_0;;1;736.00
2301.00;E5_0;300.00;13.46;88.00;0.20;E0_0;7.20;0.00;tripinfo_f_0.1;2213.00;f_0.1;0;10003.87;0.97;0.00;1468.08;car_0;;2;1386.00
2303.00;E5_0;300.00;13.04;176.00;0.39;E0_0;7.20;0.00;tripinfo_f_0.2;2127.00;f_0.2;0;10003.87;1.01;0.00;1405.33;car_0;;3;1295.00
2305.00;E5_0;300.00;13.66;264.00;0.59;E0_0;7.20;0.00;tripinfo_f_0.3;2041.00;f_0.3;0;10003.87;1.04;0.00;1319.82;car_0;;3;1211.00
2307.00;E5_0;300.00;13.39;352.00;0.78;E0_0;7.20;0.00;tripinfo_f_0.4;1955.00;f_0.4;0;10003.87;1.02;0.00;1233.69;car_0;;4;1139.00
3093.00;E5_0;300.00;11.83;440.00;0.98;E0_0;7.20;0.00;tripinfo_f_0.5;2653.00;f_0.5;0;10003.87;0.92;0.00;1864.02;car_0;;3;1766.00
3095.00;E5_0;300.00;13.41;527.00;0.17;E0_0;7.20;0.00;tripinfo_f_0.6;2568.00;f_0.6;0;10003.87;1.02;0.00;1845.51;car_0;;5;1684.00
3097.00;E5_0;300.00;12.98;615.00;0.37;E0_0;7.20;0.00;tripinfo_f_0.7;2482.00;f_0.7;0;10003.87;0.94;0.00;1716.33;car_0;;4;1593.00
3099.00;E5_0;300.00;12.84;703.00;0.56;E0_0;7.20;0.00;tripinfo_f_0.8;2396.00;f_0.8;0;10003.87;0.97;0.00;1650.26;car_0;;5;1508.00
3858.00;E5_0;300.00;11.80;791.00;0.76;E0_0;7.20;0.00;tripinfo_f_0.9;3067.00;f_0.9;0;10003.87;0.93;0.00;2289.86;car_0;;3;2197.00
3860.00;E5_0;300.00;13.57;879.00;0.95;E0_0;7.20;0.00;tripinfo_f_0.10;2981.00;f_0.10;0;10003.87;1.05;0.00;2258.96;car_0;;3;2111.00
3862.00;E5_0;300.00;13.36;966.00;0.15;E0_0;7.20;0.00;tripinfo_f_0.11;2896.00;f_0.11;0;10003.87;1.01;0.00;2174.54;car_0;;4;2021.00
3864.00;E5_0;300.00;13.07;1054.00;0.34;E0_0;7.20;0.00;tripinfo_f_0.12;2810.00;f_0.12;0;10003.87;1.02;0.00;2088.39;car_0;;4;1932.00
3866.00;E5_0;300.00;13.62;1142.00;0.54;E0_0;7.20;0.00;tripinfo_f_0.13;2724.00;f_0.13;0;10003.87;1.06;0.00;2002.61;car_0;;4;1846.00
4607.00;E5_0;300.00;13.31;1230.00;0.73;E0_0;7.20;0.00;tripinfo_f_0.14;3377.00;f_0.14;0;10003.87;1.00;0.00;2651.53;car_0;;6;2538.00
