tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
1520.00;E5_0;300.00;13.45;0.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.0;1520.00;f_0.0;0;10003.87;1.03;0.00;798.10;car_0;;1;736.00
2301.00;E5_0;300.00;13.46;300.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.1;2001.00;f_0.1;0;10003.87;0.97;0.00;1255.85;car_0;;2;1174.00
2303.00;E5_0;300.00;13.04;600.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.2;1703.00;f_0.2;0;10003.87;1.01;0.00;980.62;car_0;;2;879.00
2305.00;E5_0;300.00;13.66;900.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.3;1405.00;f_0.3;0;10003.87;1.04;0.00;683.19;car_0;;1;605.00
2307.00;E5_0;300.00;13.39;1200.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.4;1107.00;f_0.4;0;10003.87;1.02;0.00;385.24;car_0;;1;310.00
3093.00;E5_0;300.00;11.64;1500.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.5;1593.00;f_0.5;0;10003.87;0.92;0.00;804.72;car_0;;2;717.00
3095.00;E5_0;300.00;13.69;1800.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.6;1295.00;f_0.6;0;10003.87;1.02;0.00;573.04;car_0;;1;477.00
3850.00;E5_0;300.00;12.53;2100.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.7;1750.00;f_0.7;0;10003.87;0.94;0.00;984.56;car_0;;2;906.00
4611.00;E5_0;300.00;13.10;2400.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.8;2211.00;f_0.8;0;10003.87;0.97;0.00;1466.21;car_0;;2;1388.00
4629.00;E5_0;300.00;12.16;2700.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.9;1929.00;f_0.9;0;10003.87;0.93;0.00;1151.02;car_0;;3;1062.00
4631.00;E5_0;300.00;12.36;3000.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.10;1631.00;f_0.10;0;10003.87;1.05;0.00;908.34;car_0;;3;769.00
4633.00;E5_0;300.00;13.46;3300.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.11;1333.00;f_0.11;0;10003.87;1.01;0.00;610.91;car_0;;1;517.00
