tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
1520.00;E5_0;300.00;13.45;0.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.0;1520.00;f_0.0;0;10003.87;1.03;0.00;798.19;car_0;;1;736.00
2300.00;E5_0;300.00;12.88;100.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.1;2200.00;f_0.1;0;10003.87;0.97;0.00;1455.08;car_0;;2;1371.00
2302.00;E5_0;300.00;12.92;200.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.2;2102.00;f_0.2;0;10003.87;1.01;0.00;1379.28;car_0;;4;1273.00
2304.00;E5_0;300.00;13.22;300.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.3;2004.00;f_0.3;0;10003.87;1.04;0.00;1281.90;car_0;;3;1175.00
2306.00;E5_0;300.00;13.66;400.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.4;1906.00;f_0.4;0;10003.87;1.02;0.00;1183.48;car_0;;3;1091.00
3096.00;E5_0;300.00;11.57;500.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.5;2596.00;f_0.5;0;10003.87;0.92;0.00;1807.14;car_0;;4;1705.00
3098.00;E5_0;300.00;12.91;600.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.6;2498.00;f_0.6;0;10003.87;1.02;0.00;1775.51;car_0;;6;1607.00
3100.00;E5_0;300.00;12.10;700.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.7;2400.00;f_0.7;0;10003.87;0.94;0.00;1634.41;car_0;;4;1506.00
3101.00;E5_0;300.00;12.51;800.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.8;2301.00;f_0.8;0;10003.87;0.97;0.00;1556.07;car_0;;2;1423.00
3859.00;E5_0;300.00;12.39;900.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.9;2959.00;f_0.9;0;10003.87;0.93;0.00;2181.01;car_0;;3;2084.00
3861.00;E5_0;300.00;13.23;1000.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.10;2861.00;f_0.10;0;10003.87;1.05;0.00;2138.43;car_0;;4;1987.00
3863.00;E5_0;300.00;13.62;1100.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.11;2763.00;f_0.11;0;10003.87;1.01;0.00;2040.75;car_0;;5;1889.00
3864.00;E5_0;300.00;13.50;1200.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.12;2664.00;f_0.12;0;10003.87;1.02;0.00;1942.06;car_0;;3;1785.00
3866.00;E5_0;300.00;13.72;1300.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.13;2566.00;f_0.13;0;10003.87;1.06;0.00;1844.49;car_0;;6;1688.00
4606.00;E5_0;300.00;13.58;1400.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.14;3206.00;f_0.14;0;10003.87;1.00;0.00;2481.28;car_0;;5;2362.00
4621.00;E5_0;300.00;12.45;1500.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.15;3121.00;f_0.15;0;10003.87;0.96;0.00;2371.69;car_0;;6;2255.00
4631.00;E5_0;300.00;12.49;1600.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.16;3031.00;f_0.16;0;10003.87;0.94;0.00;2262.31;car_0;;3;2162.00
4633.00;E5_0;300.00;12.99;1700.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.17;2933.00;f_0.17;0;10003.87;0.97;0.00;2189.09;car_0;;4;2061.00
5385.00;E5_0;300.00;13.07;1800.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.18;3585.00;f_0.18;0;10003.87;0.97;0.00;2838.95;car_0;;5;2733.00
5387.00;E5_0;300.00;12.97;1900.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.19;3487.00;f_0.19;0;10003.87;1.08;0.00;2765.33;car_0;;6;2624.00
5389.00;E5_0;300.00;12.63;2000.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.20;3389.00;f_0.20;0;10003.87;1.01;0.00;2666.83;car_0;;7;2522.00
5391.00;E5_0;300.00;12.59;2100.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.21;3291.00;f_0.21;0;10003.87;1.01;0.00;2568.71;car_0;;9;2426.00
6145.00;E5_0;300.00;13.46;2200.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.22;3945.00;f_0.22;0;10003.87;0.99;0.00;3214.72;car_0;;10;3077.00
6164.00;E5_0;300.00;11.94;2300.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.23;3864.00;f_0.23;0;10003.87;0.94;0.00;3099.91;car_0;;7;2969.00
6180.00;E5_0;300.00;12.24;2400.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.24;3780.00;f_0.24;0;10003.87;0.91;0.00;2989.48;car_0;;7;2876.00
6182.00;E5_0;300.00;12.99;2500.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.25;3682.00;f_0.25;0;10003.87;0.94;0.00;2911.52;car_0;;7;2775.00
6184.00;E5_0;300.00;12.38;2600.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.26;3584.00;f_0.26;0;10003.87;0.96;0.00;2831.91;car_0;;8;2665.00
6919.00;E5_0;300.00;13.26;2700.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.27;4219.00;f_0.27;0;10003.87;0.97;0.00;3478.73;car_0;;12;3322.00
6921.00;E5_0;300.00;13.63;2800.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.28;4121.00;f_0.28;0;10003.87;1.07;0.00;3399.07;car_0;;10;3254.00
6928.00;E5_0;300.00;13.06;2900.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.29;4028.00;f_0.29;0;10003.87;0.97;0.00;3280.97;car_0;;7;3151.00
6930.00;E5_0;300.00;13.25;3000.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.30;3930.00;f_0.30;0;10003.87;1.09;0.00;3208.62;car_0;;10;3055.00
6932.00;E5_0;300.00;13.14;3100.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.31;3832.00;f_0.31;0;10003.87;1.08;0.00;3110.50;car_0;;6;2966.00
7679.00;E5_0;300.00;12.66;3200.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.32;4479.00;f_0.32;0;10003.87;1.00;0.00;3757.33;car_0;;8;3619.00
7684.00;E5_0;300.00;13.61;3300.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.33;4384.00;f_0.33;0;10003.87;1.09;0.00;3661.68;car_0;;11;3525.00
7687.00;E5_0;300.00;12.96;3400.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.34;4287.00;f_0.34;0;10003.87;1.00;0.00;3562.65;car_0;;9;3421.00
7689.00;E5_0;300.00;13.14;3500.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.35;4189.00;f_0.35;0;10003.87;1.01;0.00;3467.18;car_0;;9;3321.00
