tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
1519.00;E5_0;300.00;13.45;0.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.0;1519.00;f_0.0;0;10003.87;1.03;0.00;797.05;car_0;;1;736.00
2301.00;E5_0;300.00;13.46;79.00;0.74;E0_0;7.20;0.00;tripinfo_f_0.1;2222.00;f_0.1;0;10003.87;0.97;0.00;1477.18;car_0;;2;1396.00
2303.00;E5_0;300.00;13.04;157.00;0.48;E0_0;7.20;0.00;tripinfo_f_0.2;2146.00;f_0.2;0;10003.87;1.01;0.00;1424.12;car_0;;2;1320.00
2305.00;E5_0;300.00;13.66;235.00;0.22;E0_0;7.20;0.00;tripinfo_f_0.3;2070.00;f_0.3;0;10003.87;1.04;0.00;1348.36;car_0;;2;1242.00
2307.00;E5_0;300.00;13.39;314.00;0.96;E0_0;7.20;0.00;tripinfo_f_0.4;1993.00;f_0.4;0;10003.87;1.02;0.00;1270.65;car_0;;2;1162.00
3093.00;E5_0;300.00;11.72;392.00;0.70;E0_0;7.20;0.00;tripinfo_f_0.5;2701.00;f_0.5;0;10003.87;0.92;0.00;1912.98;car_0;;4;1818.00
3095.00;E5_0;300.00;13.00;470.00;0.43;E0_0;7.20;0.00;tripinfo_f_0.6;2625.00;f_0.6;0;10003.87;1.02;0.00;1903.46;car_0;;5;1739.00
3097.00;E5_0;300.00;12.83;548.00;0.17;E0_0;7.20;0.00;tripinfo_f_0.7;2549.00;f_0.7;0;10003.87;0.94;0.00;1783.99;car_0;;3;1660.00
3099.00;E5_0;300.00;13.01;627.00;0.91;E0_0;7.20;0.00;tripinfo_f_0.8;2472.00;f_0.8;0;10003.87;0.97;0.00;1726.61;car_0;;4;1579.00
3101.00;E5_0;300.00;12.56;705.00;0.65;E0_0;7.20;0.00;tripinfo_f_0.9;2396.00;f_0.9;0;10003.87;0.93;0.00;1618.43;car_0;;4;1498.00
3831.00;E5_0;300.00;13.36;783.00;0.39;E0_0;7.20;0.00;tripinfo_f_0.10;3048.00;f_0.10;0;10003.87;1.05;0.00;2326.29;car_0;;3;2231.00
3833.00;E5_0;300.00;13.07;861.00;0.13;E0_0;7.20;0.00;tripinfo_f_0.11;2972.00;f_0.11;0;10003.87;1.01;0.00;2250.14;car_0;;3;2155.00
3835.00;E5_0;300.00;13.66;940.00;0.87;E0_0;7.20;0.00;tripinfo_f_0.12;2895.00;f_0.12;0;10003.87;1.02;0.00;2173.53;car_0;;3;2072.00
3839.00;E5_0;300.00;13.53;1018.00;0.61;E0_0;7.20;0.00;tripinfo_f_0.13;2821.00;f_0.13;0;10003.87;1.06;0.00;2098.97;car_0;;3;1995.00
3843.00;E5_0;300.00;12.53;1096.00;0.35;E0_0;7.20;0.00;tripinfo_f_0.14;2747.00;f_0.14;0;10003.87;1.00;0.00;2022.35;car_0;;6;1921.00
4615.00;E5_0;300.00;13.28;1174.00;0.09;E0_0;7.20;0.00;tripinfo_f_0.15;3441.00;f_0.15;0;10003.87;0.96;0.00;2692.10;car_0;;6;2586.00
4627.00;E5_0;300.00;13.02;1253.00;0.82;E0_0;7.20;0.00;tripinfo_f_0.16;3374.00;f_0.16;0;10003.87;0.94;0.00;2606.13;car_0;;6;2498.00
4629.00;E5_0;300.00;12.57;1331.00;0.56;E0_0;7.20;0.00;tripinfo_f_0.17;3298.00;f_0.17;0;10003.87;0.97;0.00;2554.18;car_0;;5;2416.00
4631.00;E5_0;300.00;12.28;1409.00;0.30;E0_0;7.20;0.00;tripinfo_f_0.18;3222.00;f_0.18;0;10003.87;0.97;0.00;2477.04;car_0;;7;2339.00
5370.00;E5_0;300.00;13.51;1487.00;0.04;E0_0;7.20;0.00;tripinfo_f_0.19;3883.00;f_0.19;0;10003.87;1.08;0.00;3161.13;car_0;;7;3006.00
5374.00;E5_0;300.00;12.77;1566.00;0.78;E0_0;7.20;0.00;tripinfo_f_0.20;3808.00;f_0.20;0;10003.87;1.01;0.00;3085.99;car_0;;6;2966.00
5376.00;E5_0;300.00;12.62;1644.00;0.52;E0_0;7.20;0.00;tripinfo_f_0.21;3732.00;f_0.21;0;10003.87;1.01;0.00;3009.61;car_0;;7;2884.00
5384.00;E5_0;300.00;13.48;1722.00;0.26;E0_0;7.20;0.00;tripinfo_f_0.22;3662.00;f_0.22;0;10003.87;0.99;0.00;2931.47;car_0;;5;2815.00
6162.00;E5_0;300.00;12.09;1801.00;1.00;E0_0;7.20;0.00;tripinfo_f_0.23;4361.00;f_0.23;0;10003.87;0.94;0.00;3597.64;car_0;;7;3475.00
6178.00;E5_0;300.00;11.70;1879.00;0.74;E0_0;7.20;0.00;tripinfo_f_0.24;4299.00;f_0.24;0;10003.87;0.91;0.00;3508.50;car_0;;8;3377.00
6180.00;E5_0;300.00;11.79;1957.00;0.48;E0_0;7.20;0.00;tripinfo_f_0.25;4223.00;f_0.25;0;10003.87;0.94;0.00;3452.65;car_0;;6;3319.00
6182.00;E5_0;300.00;11.79;2035.00;0.21;E0_0;7.20;0.00;tripinfo_f_0.26;4147.00;f_0.26;0;10003.87;0.96;0.00;3394.90;car_0;;8;3239.00
6184.00;E5_0;300.00;12.09;2114.00;0.95;E0_0;7.20;0.00;tripinfo_f_0.27;4070.00;f_0.27;0;10003.87;0.97;0.00;3329.92;car_0;;9;3159.00
6910.00;E5_0;300.00;13.07;2192.00;0.69;E0_0;7.20;0.00;tripinfo_f_0.28;4718.00;f_0.28;0;10003.87;1.07;0.00;3996.73;car_0;;9;3850.00
6926.00;E5_0;300.00;12.96;2270.00;0.43;E0_0;7.20;0.00;tripinfo_f_0.29;4656.00;f_0.29;0;10003.87;0.97;0.00;3908.53;car_0;;8;3762.00
6928.00;E5_0;300.00;12.75;2348.00;0.17;E0_0;7.20;0.00;tripinfo_f_0.30;4580.00;f_0.30;0;10003.87;1.09;0.00;3858.41;car_0;;7;3705.00
6930.00;E5_0;300.00;13.69;2427.00;0.91;E0_0;7.20;0.00;tripinfo_f_0.31;4503.00;f_0.31;0;10003.87;1.08;0.00;3781.33;car_0;;8;3624.00
6932.00;E5_0;300.00;12.84;2505.00;0.65;E0_0;7.20;0.00;tripinfo_f_0.32;4427.00;f_0.32;0;10003.87;1.00;0.00;3705.32;car_0;;7;3540.00
7681.00;E5_0;300.00;13.71;2583.00;0.39;E0_0;7.20;0.00;tripinfo_f_0.33;5098.00;f_0.33;0;10003.87;1.09;0.00;4376.65;car_0;;10;4235.00
7688.00;E5_0;300.00;13.46;2661.00;0.13;E0_0;7.20;0.00;tripinfo_f_0.34;5027.00;f_0.34;0;10003.87;1.00;0.00;4303.29;car_0;;11;4149.00
7690.00;E5_0;300.00;13.30;2740.00;0.87;E0_0;7.20;0.00;tripinfo_f_0.35;4950.00;f_0.35;0;10003.87;1.01;0.00;4228.41;car_0;;16;4070.00
7695.00;E5_0;300.00;13.51;2818.00;0.60;E0_0;7.20;0.00;tripinfo_f_0.36;4877.00;f_0.36;0;10003.87;0.99;0.00;4145.12;car_0;;12;3991.00
7697.00;E5_0;300.00;13.88;2896.00;0.34;E0_0;7.20;0.00;tripinfo_f_0.37;4801.00;f_0.37;0;10003.87;1.09;0.00;4079.38;car_0;;13;3911.00
8453.00;E5_0;300.00;13.49;2974.00;0.08;E0_0;7.20;0.00;tripinfo_f_0.38;5479.00;f_0.38;0;10003.87;1.05;0.00;4757.49;car_0;;14;4587.00
