tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
1519.00;E5_0;300.00;13.45;0.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.0;1519.00;f_0.0;0;10003.87;1.03;0.00;796.98;car_0;;1;736.00
2302.00;E5_0;300.00;13.46;98.00;0.70;E0_0;7.20;0.00;tripinfo_f_0.1;2204.00;f_0.1;0;10003.87;0.97;0.00;1459.25;car_0;;2;1377.00
2304.00;E5_0;300.00;13.04;195.00;0.41;E0_0;7.20;0.00;tripinfo_f_0.2;2109.00;f_0.2;0;10003.87;1.01;0.00;1387.16;car_0;;2;1282.00
2306.00;E5_0;300.00;13.66;292.00;0.11;E0_0;7.20;0.00;tripinfo_f_0.3;2014.00;f_0.3;0;10003.87;1.04;0.00;1291.63;car_0;;2;1178.00
2308.00;E5_0;300.00;13.39;390.00;0.81;E0_0;7.20;0.00;tripinfo_f_0.4;1918.00;f_0.4;0;10003.87;1.02;0.00;1195.65;car_0;;3;1100.00
3096.00;E5_0;300.00;11.83;487.00;0.52;E0_0;7.20;0.00;tripinfo_f_0.5;2609.00;f_0.5;0;10003.87;0.92;0.00;1820.26;car_0;;3;1717.00
3098.00;E5_0;300.00;13.41;584.00;0.22;E0_0;7.20;0.00;tripinfo_f_0.6;2514.00;f_0.6;0;10003.87;1.02;0.00;1792.02;car_0;;5;1622.00
3100.00;E5_0;300.00;12.98;682.00;0.92;E0_0;7.20;0.00;tripinfo_f_0.7;2418.00;f_0.7;0;10003.87;0.94;0.00;1652.32;car_0;;4;1525.00
3102.00;E5_0;300.00;12.84;779.00;0.62;E0_0;7.20;0.00;tripinfo_f_0.8;2323.00;f_0.8;0;10003.87;0.97;0.00;1577.19;car_0;;2;1442.00
3858.00;E5_0;300.00;12.16;876.00;0.33;E0_0;7.20;0.00;tripinfo_f_0.9;2982.00;f_0.9;0;10003.87;0.93;0.00;2204.52;car_0;;4;2113.00
3860.00;E5_0;300.00;13.19;973.00;0.03;E0_0;7.20;0.00;tripinfo_f_0.10;2887.00;f_0.10;0;10003.87;1.05;0.00;2164.62;car_0;;4;2017.00
3862.00;E5_0;300.00;13.07;1071.00;0.73;E0_0;7.20;0.00;tripinfo_f_0.11;2791.00;f_0.11;0;10003.87;1.01;0.00;2068.38;car_0;;3;1914.00
3864.00;E5_0;300.00;12.86;1168.00;0.44;E0_0;7.20;0.00;tripinfo_f_0.12;2696.00;f_0.12;0;10003.87;1.02;0.00;1974.00;car_0;;5;1823.00
3866.00;E5_0;300.00;13.49;1265.00;0.14;E0_0;7.20;0.00;tripinfo_f_0.13;2601.00;f_0.13;0;10003.87;1.06;0.00;1878.27;car_0;;3;1718.00
4606.00;E5_0;300.00;12.98;1363.00;0.84;E0_0;7.20;0.00;tripinfo_f_0.14;3243.00;f_0.14;0;10003.87;1.00;0.00;2518.12;car_0;;4;2399.00
4622.00;E5_0;300.00;13.28;1460.00;0.55;E0_0;7.20;0.00;tripinfo_f_0.15;3162.00;f_0.15;0;10003.87;0.96;0.00;2413.48;car_0;;6;2302.00
4635.00;E5_0;300.00;12.72;1557.00;0.25;E0_0;7.20;0.00;tripinfo_f_0.16;3078.00;f_0.16;0;10003.87;0.94;0.00;2309.93;car_0;;5;2209.00
4637.00;E5_0;300.00;12.74;1655.00;0.95;E0_0;7.20;0.00;tripinfo_f_0.17;2982.00;f_0.17;0;10003.87;0.97;0.00;2238.13;car_0;;4;2110.00
5382.00;E5_0;300.00;12.20;1752.00;0.65;E0_0;7.20;0.00;tripinfo_f_0.18;3630.00;f_0.18;0;10003.87;0.97;0.00;2884.67;car_0;;7;2764.00
