tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
1522.00;E5_0;300.00;13.45;0.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.0;1522.00;f_0.0;0;10003.87;1.03;0.00;800.09;car_0;;1;737.00
2301.00;E5_0;300.00;13.46;277.00;0.08;E0_0;7.20;0.00;tripinfo_f_0.1;2024.00;f_0.1;0;10003.87;0.97;0.00;1279.02;car_0;;2;1199.00
2303.00;E5_0;300.00;13.04;554.00;0.15;E0_0;7.20;0.00;tripinfo_f_0.2;1749.00;f_0.2;0;10003.87;1.01;0.00;1026.70;car_0;;2;925.00
2305.00;E5_0;300.00;13.66;831.00;0.23;E0_0;7.20;0.00;tripinfo_f_0.3;1474.00;f_0.3;0;10003.87;1.04;0.00;752.37;car_0;;1;675.00
2307.00;E5_0;300.00;13.39;1108.00;0.31;E0_0;7.20;0.00;tripinfo_f_0.4;1199.00;f_0.4;0;10003.87;1.02;0.00;476.86;car_0;;2;399.00
3092.00;E5_0;300.00;11.64;1385.00;0.39;E0_0;7.20;0.00;tripinfo_f_0.5;1707.00;f_0.5;0;10003.87;0.92;0.00;919.03;car_0;;2;841.00
3094.00;E5_0;300.00;13.69;1662.00;0.46;E0_0;7.20;0.00;tripinfo_f_0.6;1432.00;f_0.6;0;10003.87;1.02;0.00;710.22;car_0;;1;611.00
3849.00;E5_0;300.00;12.53;1939.00;0.54;E0_0;7.20;0.00;tripinfo_f_0.7;1910.00;f_0.7;0;10003.87;0.94;0.00;1144.59;car_0;;3;1067.00
3851.00;E5_0;300.00;12.72;2216.00;0.62;E0_0;7.20;0.00;tripinfo_f_0.8;1635.00;f_0.8;0;10003.87;0.97;0.00;890.30;car_0;;2;790.00
4627.00;E5_0;300.00;12.49;2493.00;0.69;E0_0;7.20;0.00;tripinfo_f_0.9;2134.00;f_0.9;0;10003.87;0.93;0.00;1356.47;car_0;;2;1278.00
4629.00;E5_0;300.00;13.81;2770.00;0.77;E0_0;7.20;0.00;tripinfo_f_0.10;1859.00;f_0.10;0;10003.87;1.05;0.00;1136.92;car_0;;2;1002.00
4631.00;E5_0;300.00;13.19;3047.00;0.85;E0_0;7.20;0.00;tripinfo_f_0.11;1584.00;f_0.11;0;10003.87;1.01;0.00;862.56;car_0;;2;729.00
4633.00;E5_0;300.00;13.33;3324.00;0.92;E0_0;7.20;0.00;tripinfo_f_0.12;1309.00;f_0.12;0;10003.87;1.02;0.00;587.35;car_0;;1;491.00
4635.00;E5_0;300.00;13.03;3600.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.13;1035.00;f_0.13;0;10003.87;1.06;0.00;312.52;car_0;;2;214.00
