tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
1519.00;E5_0;300.00;13.45;0.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.0;1519.00;f_0.0;0;10003.87;1.03;0.00;797.48;car_0;;1;736.00
2302.00;E5_0;300.00;12.88;93.00;0.69;E0_0;7.20;0.00;tripinfo_f_0.1;2209.00;f_0.1;0;10003.87;0.97;0.00;1463.29;car_0;;2;1385.00
2304.00;E5_0;300.00;12.92;185.00;0.38;E0_0;7.20;0.00;tripinfo_f_0.2;2119.00;f_0.2;0;10003.87;1.01;0.00;1396.24;car_0;;2;1293.00
2306.00;E5_0;300.00;13.22;277.00;0.08;E0_0;7.20;0.00;tripinfo_f_0.3;2029.00;f_0.3;0;10003.87;1.04;0.00;1306.35;car_0;;2;1203.00
2307.00;E5_0;300.00;12.73;370.00;0.77;E0_0;7.20;0.00;tripinfo_f_0.4;1937.00;f_0.4;0;10003.87;1.02;0.00;1215.74;car_0;;2;1108.00
3091.00;E5_0;300.00;12.69;462.00;0.46;E0_0;7.20;0.00;tripinfo_f_0.5;2629.00;f_0.5;0;10003.87;0.92;0.00;1840.89;car_0;;4;1752.00
3093.00;E5_0;300.00;13.26;554.00;0.15;E0_0;7.20;0.00;tripinfo_f_0.6;2539.00;f_0.6;0;10003.87;1.02;0.00;1817.55;car_0;;4;1660.00
3095.00;E5_0;300.00;12.36;647.00;0.84;E0_0;7.20;0.00;tripinfo_f_0.7;2448.00;f_0.7;0;10003.87;0.94;0.00;1682.42;car_0;;4;1564.00
3097.00;E5_0;300.00;12.46;739.00;0.54;E0_0;7.20;0.00;tripinfo_f_0.8;2358.00;f_0.8;0;10003.87;0.97;0.00;1612.56;car_0;;5;1468.00
3857.00;E5_0;300.00;11.88;831.00;0.23;E0_0;7.20;0.00;tripinfo_f_0.9;3026.00;f_0.9;0;10003.87;0.93;0.00;2248.74;car_0;;4;2144.00
3859.00;E5_0;300.00;13.36;924.00;0.92;E0_0;7.20;0.00;tripinfo_f_0.10;2935.00;f_0.10;0;10003.87;1.05;0.00;2212.72;car_0;;3;2087.00
3861.00;E5_0;300.00;13.33;1016.00;0.61;E0_0;7.20;0.00;tripinfo_f_0.11;2845.00;f_0.11;0;10003.87;1.01;0.00;2123.26;car_0;;5;1990.00
3863.00;E5_0;300.00;13.62;1108.00;0.30;E0_0;7.20;0.00;tripinfo_f_0.12;2755.00;f_0.12;0;10003.87;1.02;0.00;2033.18;car_0;;4;1900.00
3865.00;E5_0;300.00;13.50;1201.00;1.00;E0_0;7.20;0.00;tripinfo_f_0.13;2664.00;f_0.13;0;10003.87;1.06;0.00;1942.26;car_0;;4;1810.00
4602.00;E5_0;300.00;13.59;1293.00;0.69;E0_0;7.20;0.00;tripinfo_f_0.14;3309.00;f_0.14;0;10003.87;1.00;0.00;2583.96;car_0;;8;2466.00
4620.00;E5_0;300.00;12.16;1385.00;0.38;E0_0;7.20;0.00;tripinfo_f_0.15;3235.00;f_0.15;0;10003.87;0.96;0.00;2485.87;car_0;;7;2371.00
4635.00;E5_0;300.00;12.85;1477.00;0.07;E0_0;7.20;0.00;tripinfo_f_0.16;3158.00;f_0.16;0;10003.87;0.94;0.00;2388.49;car_0;;8;2268.00
4636.00;E5_0;300.00;12.74;1570.00;0.76;E0_0;7.20;0.00;tripinfo_f_0.17;3066.00;f_0.17;0;10003.87;0.97;0.00;2322.77;car_0;;3;2197.00
5384.00;E5_0;300.00;12.49;1662.00;0.46;E0_0;7.20;0.00;tripinfo_f_0.18;3722.00;f_0.18;0;10003.87;0.97;0.00;2976.05;car_0;;4;2848.00
5386.00;E5_0;300.00;13.87;1754.00;0.15;E0_0;7.20;0.00;tripinfo_f_0.19;3632.00;f_0.19;0;10003.87;1.08;0.00;2910.24;car_0;;4;2755.00
5388.00;E5_0;300.00;12.77;1847.00;0.84;E0_0;7.20;0.00;tripinfo_f_0.20;3541.00;f_0.20;0;10003.87;1.01;0.00;2818.90;car_0;;5;2686.00
5390.00;E5_0;300.00;13.15;1939.00;0.53;E0_0;7.20;0.00;tripinfo_f_0.21;3451.00;f_0.21;0;10003.87;1.01;0.00;2728.60;car_0;;5;2591.00
6145.00;E5_0;300.00;12.45;2031.00;0.22;E0_0;7.20;0.00;tripinfo_f_0.22;4114.00;f_0.22;0;10003.87;0.99;0.00;3383.19;car_0;;7;3252.00
6165.00;E5_0;300.00;12.91;2124.00;0.92;E0_0;7.20;0.00;tripinfo_f_0.23;4041.00;f_0.23;0;10003.87;0.94;0.00;3277.00;car_0;;10;3149.00
6183.00;E5_0;300.00;11.86;2216.00;0.61;E0_0;7.20;0.00;tripinfo_f_0.24;3967.00;f_0.24;0;10003.87;0.91;0.00;3177.17;car_0;;9;3043.00
6185.00;E5_0;300.00;12.77;2308.00;0.30;E0_0;7.20;0.00;tripinfo_f_0.25;3877.00;f_0.25;0;10003.87;0.94;0.00;3106.18;car_0;;10;2952.00
6928.00;E5_0;300.00;12.04;2401.00;0.99;E0_0;7.20;0.00;tripinfo_f_0.26;4527.00;f_0.26;0;10003.87;0.96;0.00;3773.95;car_0;;8;3627.00
6930.00;E5_0;300.00;13.47;2493.00;0.68;E0_0;7.20;0.00;tripinfo_f_0.27;4437.00;f_0.27;0;10003.87;0.97;0.00;3695.98;car_0;;8;3528.00
6932.00;E5_0;300.00;12.78;2585.00;0.38;E0_0;7.20;0.00;tripinfo_f_0.28;4347.00;f_0.28;0;10003.87;1.07;0.00;3623.98;car_0;;8;3466.00
6934.00;E5_0;300.00;12.39;2677.00;0.07;E0_0;7.20;0.00;tripinfo_f_0.29;4257.00;f_0.29;0;10003.87;0.97;0.00;3509.82;car_0;;12;3372.00
7681.00;E5_0;300.00;13.08;2770.00;0.76;E0_0;7.20;0.00;tripinfo_f_0.30;4911.00;f_0.30;0;10003.87;1.09;0.00;4189.12;car_0;;11;4028.00
7687.00;E5_0;300.00;12.68;2862.00;0.45;E0_0;7.20;0.00;tripinfo_f_0.31;4825.00;f_0.31;0;10003.87;1.08;0.00;4102.75;car_0;;11;3936.00
7691.00;E5_0;300.00;13.59;2954.00;0.14;E0_0;7.20;0.00;tripinfo_f_0.32;4737.00;f_0.32;0;10003.87;1.00;0.00;4014.82;car_0;;11;3854.00
7693.00;E5_0;300.00;13.83;3047.00;0.84;E0_0;7.20;0.00;tripinfo_f_0.33;4646.00;f_0.33;0;10003.87;1.09;0.00;3924.78;car_0;;17;3765.00
8450.00;E5_0;300.00;13.60;3139.00;0.53;E0_0;7.20;0.00;tripinfo_f_0.34;5311.00;f_0.34;0;10003.87;1.00;0.00;4587.25;car_0;;9;4442.00
8453.00;E5_0;300.00;13.57;3231.00;0.22;E0_0;7.20;0.00;tripinfo_f_0.35;5222.00;f_0.35;0;10003.87;1.01;0.00;4500.32;car_0;;10;4348.00
8462.00;E5_0;300.00;13.54;3324.00;0.91;E0_0;7.20;0.00;tripinfo_f_0.36;5138.00;f_0.36;0;10003.87;0.99;0.00;4406.14;car_0;;11;4255.00
8464.00;E5_0;300.00;12.83;3416.00;0.60;E0_0;7.20;0.00;tripinfo_f_0.37;5048.00;f_0.37;0;10003.87;1.09;0.00;4325.45;car_0;;13;4164.00
9219.00;E5_0;300.00;13.20;3508.00;0.30;E0_0;7.20;0.00;tripinfo_f_0.38;5711.00;f_0.38;0;10003.87;1.05;0.00;4989.17;car_0;;11;4828.00
