tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
1520.00;E5_0;300.00;13.45;0.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.0;1520.00;f_0.0;0;10003.87;1.03;0.00;797.53;car_0;;1;736.00
2302.00;E5_0;300.00;13.28;125.00;0.86;E0_0;7.20;0.00;tripinfo_f_0.1;2177.00;f_0.1;0;10003.87;0.97;0.00;1432.25;car_0;;2;1356.00
2304.00;E5_0;300.00;13.15;249.00;0.72;E0_0;7.20;0.00;tripinfo_f_0.2;2055.00;f_0.2;0;10003.87;1.01;0.00;1333.12;car_0;;3;1226.00
2306.00;E5_0;300.00;12.95;373.00;0.59;E0_0;7.20;0.00;tripinfo_f_0.3;1933.00;f_0.3;0;10003.87;1.04;0.00;1210.76;car_0;;3;1108.00
2308.00;E5_0;300.00;13.28;497.00;0.45;E0_0;7.20;0.00;tripinfo_f_0.4;1811.00;f_0.4;0;10003.87;1.02;0.00;1088.69;car_0;;2;981.00
3091.00;E5_0;300.00;11.98;621.00;0.31;E0_0;7.20;0.00;tripinfo_f_0.5;2470.00;f_0.5;0;10003.87;0.92;0.00;1682.29;car_0;;3;1589.00
3093.00;E5_0;300.00;13.08;745.00;0.17;E0_0;7.20;0.00;tripinfo_f_0.6;2348.00;f_0.6;0;10003.87;1.02;0.00;1626.05;car_0;;3;1469.00
3095.00;E5_0;300.00;11.87;869.00;0.03;E0_0;7.20;0.00;tripinfo_f_0.7;2226.00;f_0.7;0;10003.87;0.94;0.00;1461.09;car_0;;3;1353.00
3097.00;E5_0;300.00;13.10;994.00;0.90;E0_0;7.20;0.00;tripinfo_f_0.8;2103.00;f_0.8;0;10003.87;0.97;0.00;1358.07;car_0;;3;1230.00
3099.00;E5_0;300.00;12.45;1118.00;0.76;E0_0;7.20;0.00;tripinfo_f_0.9;1981.00;f_0.9;0;10003.87;0.93;0.00;1203.74;car_0;;2;1103.00
3828.00;E5_0;300.00;13.45;1242.00;0.62;E0_0;7.20;0.00;tripinfo_f_0.10;2586.00;f_0.10;0;10003.87;1.05;0.00;1863.60;car_0;;3;1728.00
3833.00;E5_0;300.00;13.03;1366.00;0.48;E0_0;7.20;0.00;tripinfo_f_0.11;2467.00;f_0.11;0;10003.87;1.01;0.00;1744.75;car_0;;5;1644.00
3835.00;E5_0;300.00;13.49;1490.00;0.34;E0_0;7.20;0.00;tripinfo_f_0.12;2345.00;f_0.12;0;10003.87;1.02;0.00;1623.01;car_0;;4;1525.00
3838.00;E5_0;300.00;13.65;1614.00;0.21;E0_0;7.20;0.00;tripinfo_f_0.13;2224.00;f_0.13;0;10003.87;1.06;0.00;1502.18;car_0;;2;1408.00
3842.00;E5_0;300.00;13.56;1738.00;0.07;E0_0;7.20;0.00;tripinfo_f_0.14;2104.00;f_0.14;0;10003.87;1.00;0.00;1379.43;car_0;;3;1280.00
4619.00;E5_0;300.00;12.98;1863.00;0.93;E0_0;7.20;0.00;tripinfo_f_0.15;2756.00;f_0.15;0;10003.87;0.96;0.00;2006.05;car_0;;4;1915.00
4632.00;E5_0;300.00;12.76;1987.00;0.79;E0_0;7.20;0.00;tripinfo_f_0.16;2645.00;f_0.16;0;10003.87;0.94;0.00;1876.64;car_0;;4;1780.00
4634.00;E5_0;300.00;12.38;2111.00;0.65;E0_0;7.20;0.00;tripinfo_f_0.17;2523.00;f_0.17;0;10003.87;0.97;0.00;1778.83;car_0;;5;1659.00
4636.00;E5_0;300.00;13.03;2235.00;0.52;E0_0;7.20;0.00;tripinfo_f_0.18;2401.00;f_0.18;0;10003.87;0.97;0.00;1655.45;car_0;;3;1531.00
5368.00;E5_0;300.00;12.84;2359.00;0.38;E0_0;7.20;0.00;tripinfo_f_0.19;3009.00;f_0.19;0;10003.87;1.08;0.00;2286.96;car_0;;3;2164.00
5372.00;E5_0;300.00;13.82;2483.00;0.24;E0_0;7.20;0.00;tripinfo_f_0.20;2889.00;f_0.20;0;10003.87;1.01;0.00;2167.14;car_0;;4;2062.00
5375.00;E5_0;300.00;13.15;2607.00;0.10;E0_0;7.20;0.00;tripinfo_f_0.21;2768.00;f_0.21;0;10003.87;1.01;0.00;2046.28;car_0;;4;1938.00
5383.00;E5_0;300.00;12.59;2732.00;0.96;E0_0;7.20;0.00;tripinfo_f_0.22;2651.00;f_0.22;0;10003.87;0.99;0.00;1919.80;car_0;;4;1818.00
5402.00;E5_0;300.00;12.54;2856.00;0.83;E0_0;7.20;0.00;tripinfo_f_0.23;2546.00;f_0.23;0;10003.87;0.94;0.00;1782.80;car_0;;5;1681.00
6176.00;E5_0;300.00;12.05;2980.00;0.69;E0_0;7.20;0.00;tripinfo_f_0.24;3196.00;f_0.24;0;10003.87;0.91;0.00;2405.66;car_0;;6;2291.00
6178.00;E5_0;300.00;12.09;3104.00;0.55;E0_0;7.20;0.00;tripinfo_f_0.25;3074.00;f_0.25;0;10003.87;0.94;0.00;2303.49;car_0;;4;2195.00
6180.00;E5_0;300.00;13.18;3228.00;0.41;E0_0;7.20;0.00;tripinfo_f_0.26;2952.00;f_0.26;0;10003.87;0.96;0.00;2198.92;car_0;;3;2075.00
6182.00;E5_0;300.00;13.46;3352.00;0.27;E0_0;7.20;0.00;tripinfo_f_0.27;2830.00;f_0.27;0;10003.87;0.97;0.00;2088.87;car_0;;5;1954.00
6184.00;E5_0;300.00;13.76;3476.00;0.14;E0_0;7.20;0.00;tripinfo_f_0.28;2708.00;f_0.28;0;10003.87;1.07;0.00;1985.97;car_0;;4;1827.00
