tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
1520.00;E5_0;300.00;13.45;0.00;0.00;E0_0;7.20;0.00;tripinfo_f_0.0;1520.00;f_0.0;0;10003.87;1.03;0.00;797.95;car_0;;1;736.00
2301.00;E5_0;300.00;13.46;95.00;0.26;E0_0;7.20;0.00;tripinfo_f_0.1;2206.00;f_0.1;0;10003.87;0.97;0.00;1461.83;car_0;;2;1380.00
2303.00;E5_0;300.00;13.04;190.00;0.53;E0_0;7.20;0.00;tripinfo_f_0.2;2113.00;f_0.2;0;10003.87;1.01;0.00;1391.74;car_0;;3;1286.00
2305.00;E5_0;300.00;13.66;285.00;0.79;E0_0;7.20;0.00;tripinfo_f_0.3;2020.00;f_0.3;0;10003.87;1.04;0.00;1298.17;car_0;;3;1191.00
2307.00;E5_0;300.00;13.39;379.00;0.05;E0_0;7.20;0.00;tripinfo_f_0.4;1928.00;f_0.4;0;10003.87;1.02;0.00;1206.13;car_0;;2;1114.00
3097.00;E5_0;300.00;12.07;474.00;0.32;E0_0;7.20;0.00;tripinfo_f_0.5;2623.00;f_0.5;0;10003.87;0.92;0.00;1834.86;car_0;;4;1732.00
3099.00;E5_0;300.00;12.94;569.00;0.58;E0_0;7.20;0.00;tripinfo_f_0.6;2530.00;f_0.6;0;10003.87;1.02;0.00;1808.04;car_0;;4;1640.00
3101.00;E5_0;300.00;12.53;664.00;0.84;E0_0;7.20;0.00;tripinfo_f_0.7;2437.00;f_0.7;0;10003.87;0.94;0.00;1671.57;car_0;;6;1542.00
3841.00;E5_0;300.00;13.29;758.00;0.10;E0_0;7.20;0.00;tripinfo_f_0.8;3083.00;f_0.8;0;10003.87;0.97;0.00;2338.27;car_0;;4;2243.00
3863.00;E5_0;300.00;12.21;853.00;0.37;E0_0;7.20;0.00;tripinfo_f_0.9;3010.00;f_0.9;0;10003.87;0.93;0.00;2232.64;car_0;;3;2142.00
3865.00;E5_0;300.00;12.92;948.00;0.63;E0_0;7.20;0.00;tripinfo_f_0.10;2917.00;f_0.10;0;10003.87;1.05;0.00;2194.91;car_0;;3;2046.00
3867.00;E5_0;300.00;13.48;1043.00;0.89;E0_0;7.20;0.00;tripinfo_f_0.11;2824.00;f_0.11;0;10003.87;1.01;0.00;2101.64;car_0;;3;1953.00
3869.00;E5_0;300.00;13.45;1137.00;0.16;E0_0;7.20;0.00;tripinfo_f_0.12;2732.00;f_0.12;0;10003.87;1.02;0.00;2009.92;car_0;;6;1884.00
4600.00;E5_0;300.00;12.59;1232.00;0.42;E0_0;7.20;0.00;tripinfo_f_0.13;3368.00;f_0.13;0;10003.87;1.06;0.00;2645.41;car_0;;4;2535.00
4604.00;E5_0;300.00;12.87;1327.00;0.68;E0_0;7.20;0.00;tripinfo_f_0.14;3277.00;f_0.14;0;10003.87;1.00;0.00;2552.11;car_0;;6;2438.00
4622.00;E5_0;300.00;12.67;1422.00;0.95;E0_0;7.20;0.00;tripinfo_f_0.15;3200.00;f_0.15;0;10003.87;0.96;0.00;2451.10;car_0;;6;2335.00
5396.00;E5_0;300.00;12.38;1516.00;0.21;E0_0;7.20;0.00;tripinfo_f_0.16;3880.00;f_0.16;0;10003.87;0.94;0.00;3111.94;car_0;;11;2988.00
5398.00;E5_0;300.00;12.77;1611.00;0.47;E0_0;7.20;0.00;tripinfo_f_0.17;3787.00;f_0.17;0;10003.87;0.97;0.00;3043.37;car_0;;6;2903.00
5400.00;E5_0;300.00;12.60;1706.00;0.73;E0_0;7.20;0.00;tripinfo_f_0.18;3694.00;f_0.18;0;10003.87;0.97;0.00;2948.44;car_0;;7;2804.00
5402.00;E5_0;300.00;12.47;1801.00;1.00;E0_0;7.20;0.00;tripinfo_f_0.19;3601.00;f_0.19;0;10003.87;1.08;0.00;2879.79;car_0;;9;2714.00
6141.00;E5_0;300.00;12.77;1895.00;0.26;E0_0;7.20;0.00;tripinfo_f_0.20;4246.00;f_0.20;0;10003.87;1.01;0.00;3523.92;car_0;;10;3367.00
6144.00;E5_0;300.00;12.85;1990.00;0.52;E0_0;7.20;0.00;tripinfo_f_0.21;4154.00;f_0.21;0;10003.87;1.01;0.00;3432.84;car_0;;8;3298.00
6152.00;E5_0;300.00;13.68;2085.00;0.79;E0_0;7.20;0.00;tripinfo_f_0.22;4067.00;f_0.22;0;10003.87;0.99;0.00;3336.19;car_0;;8;3206.00
